,ccode,pcode,year,cgdp_c2000,pgdp_c2000
5727,ARE,IRN,1988,35600000000.0,56000000000.0
5728,ARE,IRN,1990,47500000000.0,65100000000.0
5816,ARE,IRQ,1999,62600000000.0,
5817,ARE,IRQ,2000,70300000000.0,
5818,ARE,IRQ,2001,72700000000.0,
5846,ARE,IRQ,1988,35600000000.0,
5847,ARE,IRQ,1989,40400000000.0,
5848,ARE,IRQ,1990,47500000000.0,
5887,ARE,ISL,2001,72700000000.0,8650000000.0
5888,ARE,ISL,1991,47600000000.0,6490000000.0
5889,ARE,ISL,1999,62600000000.0,7970000000.0
5890,ARE,ISL,2000,70300000000.0,8420000000.0
5903,ARE,ISL,1992,48900000000.0,6270000000.0
5914,ARE,ITA,1991,47600000000.0,930000000000.0
5915,ARE,ITA,1992,48900000000.0,937000000000.0
5916,ARE,ITA,1993,48500000000.0,929000000000.0
5917,ARE,ITA,1999,62600000000.0,1040000000000.0
5918,ARE,ITA,2000,70300000000.0,1080000000000.0
5919,ARE,ITA,2001,72700000000.0,1090000000000.0
5981,ARE,ITA,1984,45300000000.0,774000000000.0
5982,ARE,ITA,1985,42300000000.0,797000000000.0
5983,ARE,ITA,1986,34400000000.0,817000000000.0
5984,ARE,ITA,1988,35600000000.0,875000000000.0
5985,ARE,ITA,1989,40400000000.0,900000000000.0
5986,ARE,ITA,1990,47500000000.0,918000000000.0
6074,ARE,JAM,1992,48900000000.0,7100000000.0
6075,ARE,JAM,1999,62600000000.0,7360000000.0
6076,ARE,JAM,2000,70300000000.0,7410000000.0
6077,ARE,JAM,1991,47600000000.0,6960000000.0
6079,ARE,JAM,1993,48500000000.0,7320000000.0
6081,ARE,JAM,2001,72700000000.0,7530000000.0
6117,ARE,JOR,1991,47600000000.0,5240000000.0
6118,ARE,JOR,1992,48900000000.0,6220000000.0
6119,ARE,JOR,1993,48500000000.0,6500000000.0
6120,ARE,JOR,1999,62600000000.0,8110000000.0
6121,ARE,JOR,2000,70300000000.0,8450000000.0
6122,ARE,JOR,2001,72700000000.0,8860000000.0
6166,ARE,JOR,1988,35600000000.0,5880000000.0
6167,ARE,JOR,1989,40400000000.0,5090000000.0
6168,ARE,JOR,1990,47500000000.0,5140000000.0
6241,ARE,JPN,1991,47600000000.0,4250000000000.0
6242,ARE,JPN,1992,48900000000.0,4290000000000.0
6243,ARE,JPN,1993,48500000000.0,4300000000000.0
6244,ARE,JPN,1999,62600000000.0,4620000000000.0
6245,ARE,JPN,2000,70300000000.0,4750000000000.0
6246,ARE,JPN,2001,72700000000.0,4770000000000.0
6305,ARE,JPN,1984,45300000000.0,3090000000000.0
6306,ARE,JPN,1985,42300000000.0,3250000000000.0
6307,ARE,JPN,1986,34400000000.0,3350000000000.0
6308,ARE,JPN,1988,35600000000.0,3710000000000.0
6309,ARE,JPN,1989,40400000000.0,3910000000000.0
6310,ARE,JPN,1990,47500000000.0,4110000000000.0
6397,ARE,KAZ,1999,62600000000.0,16700000000.0
6398,ARE,KAZ,2000,70300000000.0,18300000000.0
6399,ARE,KAZ,2001,72700000000.0,20800000000.0
6473,ARE,KEN,1991,47600000000.0,8970000000.0
6474,ARE,KEN,1992,48900000000.0,8900000000.0
6475,ARE,KEN,1993,48500000000.0,8930000000.0
6476,ARE,KEN,1999,62600000000.0,10500000000.0
6477,ARE,KEN,2000,70300000000.0,10500000000.0
6478,ARE,KEN,2001,72700000000.0,10600000000.0
6515,ARE,KEN,1984,45300000000.0,6450000000.0
6516,ARE,KEN,1985,42300000000.0,6720000000.0
6517,ARE,KEN,1986,34400000000.0,7210000000.0
6518,ARE,KEN,1989,40400000000.0,8490000000.0
6578,ARE,KGZ,1999,62600000000.0,1300000000.0
6579,ARE,KGZ,2001,72700000000.0,1440000000.0
6611,ARE,KHM,1999,62600000000.0,3360000000.0
6612,ARE,KHM,2000,70300000000.0,3590000000.0
6613,ARE,KHM,2001,72700000000.0,3790000000.0
6632,ARE,KOR,1991,47600000000.0,310000000000.0
6633,ARE,KOR,1992,48900000000.0,329000000000.0
6634,ARE,KOR,1993,48500000000.0,349000000000.0
6635,ARE,KOR,1999,62600000000.0,472000000000.0
6636,ARE,KOR,2000,70300000000.0,512000000000.0
6637,ARE,KOR,2001,72700000000.0,532000000000.0
6696,ARE,KOR,1984,45300000000.0,168000000000.0
6697,ARE,KOR,1985,42300000000.0,179000000000.0
6698,ARE,KOR,1986,34400000000.0,198000000000.0
6699,ARE,KOR,1989,40400000000.0,260000000000.0
6700,ARE,KOR,1990,47500000000.0,284000000000.0
6786,ARE,KWT,1991,47600000000.0,
6787,ARE,KWT,1992,48900000000.0,23400000000.0
6788,ARE,KWT,1993,48500000000.0,31400000000.0
6789,ARE,KWT,1999,62600000000.0,35700000000.0
6790,ARE,KWT,2000,70300000000.0,37000000000.0
6791,ARE,KWT,2001,72700000000.0,36600000000.0
6842,ARE,KWT,1984,45300000000.0,23900000000.0
6843,ARE,KWT,1985,42300000000.0,22900000000.0
6844,ARE,KWT,1986,34400000000.0,24900000000.0
6845,ARE,KWT,1988,35600000000.0,24200000000.0
6846,ARE,KWT,1989,40400000000.0,30400000000.0
6847,ARE,KWT,1990,47500000000.0,
6927,ARE,LAO,1999,62600000000.0,1630000000.0
6928,ARE,LAO,2000,70300000000.0,1720000000.0
6929,ARE,LAO,2001,72700000000.0,1820000000.0
6940,ARE,LBN,1991,47600000000.0,11700000000.0
6941,ARE,LBN,1992,48900000000.0,12200000000.0
6942,ARE,LBN,1993,48500000000.0,13000000000.0
6943,ARE,LBN,1999,62600000000.0,16400000000.0
6944,ARE,LBN,2000,70300000000.0,16600000000.0
6945,ARE,LBN,2001,72700000000.0,17300000000.0
7059,ARE,LBR,1999,62600000000.0,450000000.0
7060,ARE,LBR,2000,70300000000.0,542000000.0
7061,ARE,LBR,2001,72700000000.0,568000000.0
7102,ARE,LBR,1993,48500000000.0,163000000.0
7118,ARE,LBY,1991,47600000000.0,
7119,ARE,LBY,1992,48900000000.0,
7120,ARE,LBY,1999,62600000000.0,34100000000.0
7121,ARE,LBY,2000,70300000000.0,34500000000.0
7122,ARE,LBY,2001,72700000000.0,36100000000.0
7165,ARE,LBY,1993,48500000000.0,
7203,ARE,LKA,1991,47600000000.0,10300000000.0
7204,ARE,LKA,1992,48900000000.0,10700000000.0
7205,ARE,LKA,1993,48500000000.0,11500000000.0
7206,ARE,LKA,1999,62600000000.0,15400000000.0
7207,ARE,LKA,2000,70300000000.0,16300000000.0
7208,ARE,LKA,2001,72700000000.0,16100000000.0
7324,ARE,LTU,1992,48900000000.0,11900000000.0
7325,ARE,LTU,1993,48500000000.0,9950000000.0
7326,ARE,LTU,1999,62600000000.0,11000000000.0
7327,ARE,LTU,2000,70300000000.0,11400000000.0
7330,ARE,LTU,2001,72700000000.0,12100000000.0
7381,ARE,LVA,1999,62600000000.0,7230000000.0
7382,ARE,LVA,2000,70300000000.0,7730000000.0
7383,ARE,LVA,2001,72700000000.0,8350000000.0
7409,ARE,LVA,1993,48500000000.0,5880000000.0
7425,ARE,MAC,2001,72700000000.0,6340000000.0
7426,ARE,MAC,1999,62600000000.0,5920000000.0
7427,ARE,MAC,2000,70300000000.0,6200000000.0
7429,ARE,MAC,1991,47600000000.0,4990000000.0
7441,ARE,MAR,1991,47600000000.0,28600000000.0
7442,ARE,MAR,1992,48900000000.0,27400000000.0
7443,ARE,MAR,1993,48500000000.0,27100000000.0
7444,ARE,MAR,1999,62600000000.0,33000000000.0
7445,ARE,MAR,2000,70300000000.0,33300000000.0
7446,ARE,MAR,2001,72700000000.0,35400000000.0
7479,ARE,MAR,1988,35600000000.0,25100000000.0
7480,ARE,MAR,1990,47500000000.0,26700000000.0
7527,ARE,MDA,1999,62600000000.0,1260000000.0
7528,ARE,MDA,2000,70300000000.0,1290000000.0
7529,ARE,MDA,2001,72700000000.0,1370000000.0
7559,ARE,MDG,1999,62600000000.0,3700000000.0
7560,ARE,MDG,2001,72700000000.0,4110000000.0
7562,ARE,MDG,2000,70300000000.0,3880000000.0
7580,ARE,MDG,1992,48900000000.0,3100000000.0
7623,ARE,MDV,1999,62600000000.0,598000000.0
7624,ARE,MDV,2000,70300000000.0,624000000.0
7625,ARE,MDV,2001,72700000000.0,645000000.0
7687,ARE,MDV,1993,48500000000.0,
7697,ARE,MEX,1992,48900000000.0,447000000000.0
7698,ARE,MEX,1999,62600000000.0,545000000000.0
7699,ARE,MEX,2000,70300000000.0,581000000000.0
7700,ARE,MEX,2001,72700000000.0,581000000000.0
7701,ARE,MEX,1991,47600000000.0,431000000000.0
7703,ARE,MEX,1993,48500000000.0,455000000000.0
7802,ARE,MKD,1999,62600000000.0,3430000000.0
7803,ARE,MKD,1993,48500000000.0,3190000000.0
7804,ARE,MKD,2000,70300000000.0,3590000000.0
7807,ARE,MKD,2001,72700000000.0,3430000000.0
7841,ARE,MLI,1999,62600000000.0,2350000000.0
7842,ARE,MLI,2000,70300000000.0,2420000000.0
7843,ARE,MLI,2001,72700000000.0,2720000000.0
7891,ARE,MLT,1991,47600000000.0,2490000000.0
7892,ARE,MLT,1992,48900000000.0,2600000000.0
7893,ARE,MLT,1993,48500000000.0,2720000000.0
7894,ARE,MLT,1999,62600000000.0,3580000000.0
7895,ARE,MLT,2000,70300000000.0,3810000000.0
7896,ARE,MLT,2001,72700000000.0,3740000000.0
7977,ARE,MMR,1999,62600000000.0,
7978,ARE,MMR,2000,70300000000.0,
7979,ARE,MMR,2001,72700000000.0,
7985,ARE,MMR,1993,48500000000.0,
8005,ARE,MMR,1992,48900000000.0,
8014,ARE,MNG,2000,70300000000.0,947000000.0
8016,ARE,MNG,2001,72700000000.0,956000000.0
8017,ARE,MOZ,1991,47600000000.0,2250000000.0
8018,ARE,MOZ,1992,48900000000.0,2070000000.0
8019,ARE,MOZ,1999,62600000000.0,3630000000.0
8020,ARE,MOZ,2000,70300000000.0,3690000000.0
8021,ARE,MOZ,2001,72700000000.0,4160000000.0
8050,ARE,MOZ,1990,47500000000.0,2140000000.0
8057,ARE,MOZ,1993,48500000000.0,2250000000.0
8090,ARE,MRT,1999,62600000000.0,893000000.0
8091,ARE,MRT,2000,70300000000.0,940000000.0
8092,ARE,MRT,2001,72700000000.0,966000000.0
8164,ARE,MUS,1991,47600000000.0,2820000000.0
8165,ARE,MUS,1993,48500000000.0,3150000000.0
8167,ARE,MUS,2001,72700000000.0,4720000000.0
8170,ARE,MWI,1999,62600000000.0,1720000000.0
8171,ARE,MWI,2001,72700000000.0,1660000000.0
8214,ARE,MYS,1991,47600000000.0,49800000000.0
8215,ARE,MYS,1992,48900000000.0,54200000000.0
8216,ARE,MYS,1993,48500000000.0,59600000000.0
8217,ARE,MYS,1999,62600000000.0,83000000000.0
8218,ARE,MYS,2000,70300000000.0,90300000000.0
8219,ARE,MYS,2001,72700000000.0,90600000000.0
8275,ARE,MYS,1988,35600000000.0,38200000000.0
8276,ARE,MYS,1989,40400000000.0,41700000000.0
8362,ARE,NAM,2000,70300000000.0,3410000000.0
8363,ARE,NAM,2001,72700000000.0,3500000000.0
8374,ARE,NCL,2001,72700000000.0,
8375,ARE,NER,1999,62600000000.0,1820000000.0
8376,ARE,NER,2000,70300000000.0,1800000000.0
8377,ARE,NER,2001,72700000000.0,1930000000.0
8403,ARE,NGA,1999,62600000000.0,40400000000.0
8404,ARE,NGA,2000,70300000000.0,42100000000.0
8405,ARE,NGA,2001,72700000000.0,43400000000.0
8431,ARE,NGA,1993,48500000000.0,35700000000.0
8482,ARE,NIC,1999,62600000000.0,3790000000.0
8484,ARE,NIC,2000,70300000000.0,3950000000.0
8485,ARE,NIC,2001,72700000000.0,4070000000.0
8489,ARE,NLD,1991,47600000000.0,285000000000.0
8490,ARE,NLD,1992,48900000000.0,289000000000.0
8491,ARE,NLD,1993,48500000000.0,291000000000.0
8492,ARE,NLD,1999,62600000000.0,358000000000.0
8493,ARE,NLD,2000,70300000000.0,371000000000.0
8494,ARE,NLD,2001,72700000000.0,375000000000.0
8556,ARE,NLD,1984,45300000000.0,230000000000.0
8557,ARE,NLD,1985,42300000000.0,236000000000.0
8558,ARE,NLD,1986,34400000000.0,243000000000.0
8559,ARE,NLD,1988,35600000000.0,255000000000.0
8560,ARE,NLD,1989,40400000000.0,267000000000.0
8561,ARE,NLD,1990,47500000000.0,278000000000.0
8648,ARE,NOR,1991,47600000000.0,120000000000.0
8649,ARE,NOR,1992,48900000000.0,124000000000.0
8650,ARE,NOR,1993,48500000000.0,127000000000.0
8651,ARE,NOR,1999,62600000000.0,162000000000.0
8652,ARE,NOR,2000,70300000000.0,167000000000.0
8653,ARE,NOR,2001,72700000000.0,172000000000.0
8699,ARE,NOR,1988,35600000000.0,112000000000.0
8775,ARE,NPL,1999,62600000000.0,5180000000.0
8776,ARE,NPL,2000,70300000000.0,5490000000.0
8777,ARE,NPL,2001,72700000000.0,5800000000.0
8792,ARE,NPL,1992,48900000000.0,3740000000.0
8793,ARE,NPL,1993,48500000000.0,3870000000.0
8835,ARE,NZL,1991,47600000000.0,38900000000.0
8836,ARE,NZL,1992,48900000000.0,39400000000.0
8837,ARE,NZL,1993,48500000000.0,41900000000.0
8838,ARE,NZL,1999,62600000000.0,50800000000.0
8839,ARE,NZL,2000,70300000000.0,52200000000.0
8840,ARE,NZL,2001,72700000000.0,53900000000.0
8948,ARE,OMN,1991,47600000000.0,13800000000.0
8949,ARE,OMN,1992,48900000000.0,14700000000.0
8950,ARE,OMN,1993,48500000000.0,15800000000.0
8951,ARE,OMN,1999,62600000000.0,18900000000.0
8952,ARE,OMN,2000,70300000000.0,19900000000.0
8953,ARE,OMN,2001,72700000000.0,21700000000.0
8995,ARE,OMN,1984,45300000000.0,9570000000.0
8996,ARE,OMN,1986,34400000000.0,11100000000.0
8997,ARE,OMN,1988,35600000000.0,11400000000.0
8998,ARE,OMN,1989,40400000000.0,11800000000.0
8999,ARE,OMN,1990,47500000000.0,12600000000.0
9073,ARE,PAK,1991,47600000000.0,52300000000.0
9074,ARE,PAK,1992,48900000000.0,56400000000.0
9075,ARE,PAK,1993,48500000000.0,57400000000.0
9076,ARE,PAK,1999,62600000000.0,70300000000.0
9077,ARE,PAK,2000,70300000000.0,73300000000.0
9078,ARE,PAK,2001,72700000000.0,74700000000.0
9139,ARE,PAK,1986,34400000000.0,39700000000.0
9140,ARE,PAK,1989,40400000000.0,47700000000.0
9141,ARE,PAK,1990,47500000000.0,49800000000.0
9227,ARE,PAN,1999,62600000000.0,11300000000.0
9228,ARE,PAN,2000,70300000000.0,11600000000.0
9229,ARE,PAN,2001,72700000000.0,11700000000.0
9244,ARE,PAN,1991,47600000000.0,7760000000.0
9255,ARE,PAN,1993,48500000000.0,8850000000.0
9258,ARE,PER,1999,62600000000.0,51600000000.0
9259,ARE,PER,2000,70300000000.0,53100000000.0
9262,ARE,PER,2001,72700000000.0,53200000000.0
9272,ARE,PER,1993,48500000000.0,38400000000.0
9278,ARE,PER,1991,47600000000.0,36800000000.0
9279,ARE,PHL,1991,47600000000.0,55900000000.0
9280,ARE,PHL,1992,48900000000.0,56100000000.0
9281,ARE,PHL,1993,48500000000.0,57300000000.0
9282,ARE,PHL,1999,62600000000.0,71600000000.0
9283,ARE,PHL,2000,70300000000.0,75900000000.0
9284,ARE,PHL,2001,72700000000.0,78200000000.0
9339,ARE,PHL,1984,45300000000.0,48100000000.0
9340,ARE,PHL,1985,42300000000.0,44600000000.0
9341,ARE,PHL,1986,34400000000.0,46100000000.0
9342,ARE,PHL,1988,35600000000.0,51400000000.0
9416,ARE,PNG,2000,70300000000.0,3420000000.0
9418,ARE,PNG,2001,72700000000.0,3340000000.0
9423,ARE,PNG,1999,62600000000.0,3460000000.0
9434,ARE,POL,1991,47600000000.0,108000000000.0
9435,ARE,POL,1992,48900000000.0,111000000000.0
9436,ARE,POL,1993,48500000000.0,115000000000.0
9437,ARE,POL,1999,62600000000.0,160000000000.0
9438,ARE,POL,2000,70300000000.0,167000000000.0
9439,ARE,POL,2001,72700000000.0,168000000000.0
9547,ARE,PRK,2000,70300000000.0,
9548,ARE,PRK,1999,62600000000.0,
9552,ARE,PRK,2001,72700000000.0,
9565,ARE,PRT,1991,47600000000.0,84500000000.0
9566,ARE,PRT,1993,48500000000.0,83700000000.0
9567,ARE,PRT,1999,62600000000.0,103000000000.0
9568,ARE,PRT,2000,70300000000.0,107000000000.0
9569,ARE,PRT,2001,72700000000.0,108000000000.0
9571,ARE,PRT,1992,48900000000.0,85400000000.0
9680,ARE,PRY,1991,47600000000.0,6510000000.0
9681,ARE,PRY,1992,48900000000.0,6630000000.0
9682,ARE,PRY,2000,70300000000.0,7720000000.0
9684,ARE,PRY,2001,72700000000.0,7930000000.0
9686,ARE,PRY,1999,62600000000.0,7750000000.0
9692,ARE,QAT,1991,47600000000.0,
9693,ARE,QAT,1992,48900000000.0,
9694,ARE,QAT,1993,48500000000.0,
9695,ARE,QAT,1999,62600000000.0,
9696,ARE,QAT,2000,70300000000.0,
9697,ARE,QAT,2001,72700000000.0,
9745,ARE,QAT,1985,42300000000.0,
9746,ARE,QAT,1986,34400000000.0,
9747,ARE,QAT,1988,35600000000.0,
9748,ARE,QAT,1989,40400000000.0,
9749,ARE,QAT,1990,47500000000.0,
9825,ARE,ROM,1991,47600000000.0,38900000000.0
9826,ARE,ROM,1993,48500000000.0,36000000000.0
9827,ARE,ROM,1999,62600000000.0,36800000000.0
9828,ARE,ROM,2001,72700000000.0,39000000000.0
9829,ARE,ROM,2000,70300000000.0,37100000000.0
9853,ARE,ROM,1992,48900000000.0,35500000000.0
9924,ARE,RUS,1992,48900000000.0,313000000000.0
9925,ARE,RUS,1993,48500000000.0,286000000000.0
9926,ARE,RUS,1999,62600000000.0,236000000000.0
9927,ARE,RUS,2000,70300000000.0,260000000000.0
9928,ARE,RUS,2001,72700000000.0,273000000000.0
10026,ARE,RWA,1991,47600000000.0,1740000000.0
10027,ARE,RWA,1993,48500000000.0,1690000000.0
10028,ARE,RWA,1999,62600000000.0,1710000000.0
10029,ARE,RWA,2000,70300000000.0,1810000000.0
10030,ARE,RWA,2001,72700000000.0,1930000000.0
10085,ARE,SAU,1991,47600000000.0,157000000000.0
10086,ARE,SAU,1992,48900000000.0,165000000000.0
10087,ARE,SAU,1993,48500000000.0,165000000000.0
10088,ARE,SAU,1999,62600000000.0,180000000000.0
10089,ARE,SAU,2000,70300000000.0,188000000000.0
10090,ARE,SAU,2001,72700000000.0,190000000000.0
10144,ARE,SAU,1984,45300000000.0,127000000000.0
10145,ARE,SAU,1985,42300000000.0,122000000000.0
10146,ARE,SAU,1986,34400000000.0,128000000000.0
10147,ARE,SAU,1988,35600000000.0,133000000000.0
10148,ARE,SAU,1989,40400000000.0,133000000000.0
10149,ARE,SAU,1990,47500000000.0,144000000000.0
10228,ARE,SDN,1991,47600000000.0,7530000000.0
10229,ARE,SDN,1993,48500000000.0,8390000000.0
10230,ARE,SDN,1999,62600000000.0,11500000000.0
10231,ARE,SDN,2000,70300000000.0,12200000000.0
10232,ARE,SDN,2001,72700000000.0,12900000000.0
10248,ARE,SDN,1992,48900000000.0,8020000000.0
10319,ARE,SEN,1999,62600000000.0,4140000000.0
10320,ARE,SEN,2000,70300000000.0,4370000000.0
10321,ARE,SEN,2001,72700000000.0,4620000000.0
10372,ARE,SEN,1992,48900000000.0,3190000000.0
10391,ARE,SGP,1991,47600000000.0,46900000000.0
10392,ARE,SGP,1992,48900000000.0,50000000000.0
10393,ARE,SGP,1993,48500000000.0,56100000000.0
10394,ARE,SGP,1999,62600000000.0,83600000000.0
10395,ARE,SGP,2000,70300000000.0,91500000000.0
10396,ARE,SGP,2001,72700000000.0,89600000000.0
10460,ARE,SGP,1984,45300000000.0,29800000000.0
10461,ARE,SGP,1985,42300000000.0,29400000000.0
10462,ARE,SGP,1986,34400000000.0,30000000000.0
10463,ARE,SGP,1988,35600000000.0,36600000000.0
10464,ARE,SGP,1989,40400000000.0,40300000000.0
10465,ARE,SGP,1990,47500000000.0,43900000000.0
10551,ARE,SLB,2000,70300000000.0,299000000.0
10552,ARE,SLE,1999,62600000000.0,611000000.0
10553,ARE,SLE,2000,70300000000.0,634000000.0
10554,ARE,SLE,2001,72700000000.0,749000000.0
10594,ARE,SLV,2000,70300000000.0,13100000000.0
10596,ARE,SLV,1999,62600000000.0,12900000000.0
10598,ARE,SLV,2001,72700000000.0,13400000000.0
10602,ARE,SLV,1993,48500000000.0,10000000000.0
10603,ARE,SOM,1991,47600000000.0,
10604,ARE,SOM,1992,48900000000.0,
10605,ARE,SOM,1993,48500000000.0,
10606,ARE,SOM,1999,62600000000.0,
10607,ARE,SOM,2000,70300000000.0,
10608,ARE,SOM,2001,72700000000.0,
10644,ARE,SOM,1985,42300000000.0,
10645,ARE,SOM,1989,40400000000.0,
10696,ARE,SUR,1999,62600000000.0,892000000.0
10697,ARE,SUR,2001,72700000000.0,932000000.0
10698,ARE,SUR,2000,70300000000.0,892000000.0
10702,ARE,SVK,1999,62600000000.0,19800000000.0
10703,ARE,SVK,2000,70300000000.0,20200000000.0
10706,ARE,SVK,2001,72700000000.0,21000000000.0
10711,ARE,SVK,1993,48500000000.0,15000000000.0
10753,ARE,SVN,1993,48500000000.0,14200000000.0
10754,ARE,SVN,1999,62600000000.0,18400000000.0
10755,ARE,SVN,2000,70300000000.0,19100000000.0
10756,ARE,SVN,2001,72700000000.0,19600000000.0
10833,ARE,SWE,1991,47600000000.0,195000000000.0
10834,ARE,SWE,1992,48900000000.0,192000000000.0
10835,ARE,SWE,1993,48500000000.0,188000000000.0
10836,ARE,SWE,1999,62600000000.0,230000000000.0
10837,ARE,SWE,2000,70300000000.0,240000000000.0
10838,ARE,SWE,2001,72700000000.0,242000000000.0
10900,ARE,SWE,1984,45300000000.0,170000000000.0
10901,ARE,SWE,1985,42300000000.0,174000000000.0
10902,ARE,SWE,1988,35600000000.0,190000000000.0
10903,ARE,SWE,1989,40400000000.0,195000000000.0
10985,ARE,SWZ,2000,70300000000.0,1390000000.0
10986,ARE,SWZ,2001,72700000000.0,1410000000.0
11027,ARE,SYC,1999,62600000000.0,590000000.0
11028,ARE,SYC,2000,70300000000.0,618000000.0
11029,ARE,SYC,2001,72700000000.0,604000000.0
11092,ARE,SYC,1992,48900000000.0,435000000.0
11096,ARE,SYR,1991,47600000000.0,11800000000.0
11097,ARE,SYR,1992,48900000000.0,13400000000.0
11098,ARE,SYR,1993,48500000000.0,14100000000.0
11099,ARE,SYR,1999,62600000000.0,17900000000.0
11100,ARE,SYR,2000,70300000000.0,18000000000.0
11101,ARE,SYR,2001,72700000000.0,18700000000.0
11147,ARE,SYR,1989,40400000000.0,10200000000.0
11209,ARE,TCD,1999,62600000000.0,1400000000.0
11211,ARE,TCD,2000,70300000000.0,1390000000.0
11215,ARE,TCD,2001,72700000000.0,1530000000.0
11245,ARE,TGO,1999,62600000000.0,1340000000.0
11246,ARE,TGO,2000,70300000000.0,1330000000.0
11247,ARE,TGO,2001,72700000000.0,1330000000.0
11285,ARE,THA,1991,47600000000.0,86200000000.0
11286,ARE,THA,1992,48900000000.0,93100000000.0
11287,ARE,THA,1993,48500000000.0,101000000000.0
11288,ARE,THA,1999,62600000000.0,117000000000.0
11289,ARE,THA,2000,70300000000.0,123000000000.0
11290,ARE,THA,2001,72700000000.0,125000000000.0
11350,ARE,THA,1986,34400000000.0,51300000000.0
11351,ARE,THA,1988,35600000000.0,63600000000.0
11352,ARE,THA,1989,40400000000.0,71400000000.0
11353,ARE,THA,1990,47500000000.0,79400000000.0
11440,ARE,TJK,1999,62600000000.0,915000000.0
11441,ARE,TJK,2000,70300000000.0,991000000.0
11442,ARE,TJK,2001,72700000000.0,1090000000.0
11483,ARE,TJK,1993,48500000000.0,1440000000.0
11505,ARE,TKM,1999,62600000000.0,2410000000.0
11506,ARE,TKM,2000,70300000000.0,2850000000.0
11507,ARE,TKM,2001,72700000000.0,3440000000.0
11581,ARE,TON,2000,70300000000.0,154000000.0
11583,ARE,TON,2001,72700000000.0,156000000.0
11586,ARE,TTO,2001,72700000000.0,8170000000.0
11587,ARE,TTO,1991,47600000000.0,6130000000.0
11588,ARE,TTO,1992,48900000000.0,6030000000.0
11589,ARE,TTO,1993,48500000000.0,5940000000.0
11590,ARE,TTO,2000,70300000000.0,8150000000.0
11592,ARE,TTO,1999,62600000000.0,7680000000.0
11614,ARE,TUN,1991,47600000000.0,12700000000.0
11615,ARE,TUN,1992,48900000000.0,13700000000.0
11616,ARE,TUN,1993,48500000000.0,14000000000.0
11617,ARE,TUN,1999,62600000000.0,18600000000.0
11618,ARE,TUN,2000,70300000000.0,19500000000.0
11619,ARE,TUN,2001,72700000000.0,20400000000.0
11695,ARE,TUR,1991,47600000000.0,142000000000.0
11696,ARE,TUR,1992,48900000000.0,150000000000.0
11697,ARE,TUR,1993,48500000000.0,162000000000.0
11698,ARE,TUR,1999,62600000000.0,186000000000.0
11699,ARE,TUR,2000,70300000000.0,199000000000.0
11700,ARE,TUR,2001,72700000000.0,184000000000.0
11747,ARE,TUR,1990,47500000000.0,140000000000.0
11823,ARE,TWN,1991,47600000000.0,179000000000.0
11824,ARE,TWN,1992,48900000000.0,192000000000.0
11825,ARE,TWN,1993,48500000000.0,206000000000.0
11826,ARE,TWN,1999,62600000000.0,291000000000.0
11827,ARE,TWN,2000,70300000000.0,308000000000.0
11828,ARE,TWN,2001,72700000000.0,301000000000.0
11886,ARE,TWN,1984,45300000000.0,102000000000.0
11887,ARE,TWN,1985,42300000000.0,107000000000.0
11888,ARE,TWN,1986,34400000000.0,120000000000.0
11889,ARE,TWN,1988,35600000000.0,146000000000.0
11890,ARE,TWN,1989,40400000000.0,158000000000.0
11891,ARE,TWN,1990,47500000000.0,166000000000.0
11978,ARE,TZA,1992,48900000000.0,6980000000.0
11979,ARE,TZA,1993,48500000000.0,7070000000.0
11980,ARE,TZA,1999,62600000000.0,8640000000.0
11981,ARE,TZA,2000,70300000000.0,9080000000.0
11982,ARE,TZA,2001,72700000000.0,9650000000.0
11989,ARE,TZA,1991,47600000000.0,6940000000.0
12024,ARE,TZA,1984,45300000000.0,
12025,ARE,TZA,1986,34400000000.0,
12026,ARE,TZA,1989,40400000000.0,6350000000.0
12091,ARE,UGA,1999,62600000000.0,5590000000.0
12092,ARE,UGA,2000,70300000000.0,5890000000.0
12093,ARE,UGA,2001,72700000000.0,6250000000.0
12122,ARE,UGA,1993,48500000000.0,3630000000.0
12130,ARE,UGA,1991,47600000000.0,3240000000.0
12169,ARE,UKR,1993,48500000000.0,51100000000.0
12171,ARE,URY,1993,48500000000.0,17100000000.0
12172,ARE,URY,1999,62600000000.0,20400000000.0
12173,ARE,URY,2001,72700000000.0,19400000000.0
12176,ARE,URY,2000,70300000000.0,20100000000.0
12191,ARE,USA,1991,47600000000.0,7040000000000.0
12192,ARE,USA,1992,48900000000.0,7280000000000.0
12193,ARE,USA,1993,48500000000.0,7470000000000.0
12194,ARE,USA,1999,62600000000.0,9420000000000.0
